LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
NC_000913, Escherichia coli str. K-12 substr. MG1655 (NC_000913)
NC_000963, Rickettsia prowazekii str. Madrid E (NC_000963)
NC_000964, Bacillus subtilis subsp. subtilis str. 168 (NC_000964)
NC_001263, Deinococcus radiodurans R1 (NC_001263)
NC_002488, Xylella fastidiosa 9a5c (NC_002488)
NC_002516, Pseudomonas aeruginosa PAO1 (NC_002516)
NC_002570, Bacillus halodurans C-125 (NC_002570)
NC_002578, Thermoplasma acidophilum DSM 1728 (NC_002578)
NC_002678, Mesorhizobium loti MAFF303099 (NC_002678)
NC_002689, Thermoplasma volcanium GSS1 (NC_002689)
NC_002927, Bordetella bronchiseptica RB50 (NC_002927)
NC_002936, Dehalococcoides mccartyi 195 (NC_002936)
NC_002937, Desulfovibrio vulgaris str. Hildenborough (NC_002937)
NC_002939, Geobacter sulfurreducens PCA (NC_002939)
NC_002944, Mycobacterium avium subsp. paratuberculosis K-10 (NC_002944)
NC_002971, Coxiella burnetii RSA 493 (NC_002971)
NC_002973, Listeria monocytogenes serotype 4b str. F2365 (NC_002973)
NC_003030, Clostridium acetobutylicum ATCC 824 (NC_003030)
NC_003062, Agrobacterium fabrum str. C58 (NC_003062)
NC_003155, Streptomyces avermitilis MA-4680 = NBRC 14893 (NC_003155)
NC_003197, Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 (NC_003197)
NC_003212, Listeria innocua Clip11262 (NC_003212)
NC_003272, Nostoc sp. PCC 7120 (Anabaena sp. PCC 7120) (NC_003272)
NC_003295, Ralstonia solanacearum GMI1000 (NC_003295)
NC_003361, Chlamydophila caviae GPIC (NC_003361)
NC_003366, Clostridium perfringens str. 13 (NC_003366)
NC_003552, Methanosarcina acetivorans C2A (NC_003552)
NC_003901, Methanosarcina mazei Go1 (NC_003901)
NC_003902, Xanthomonas campestris pv. campestris str. ATCC 33913 (NC_003902)
NC_003909, Bacillus cereus ATCC 10987 (NC_003909)
NC_003997, Bacillus anthracis str. Ames (NC_003997)
NC_004129, Pseudomonas protegens Pf-5 (NC_004129)
NC_004193, Oceanobacillus iheyensis HTE831 (NC_004193)
NC_004342, Leptospira interrogans serovar Lai str. 56601 (NC_004342)
NC_004347, Shewanella oneidensis MR-1 (NC_004347)
NC_004369, Corynebacterium efficiens YS-314 (NC_004369)
NC_004463, Bradyrhizobium diazoefficiens USDA 110 (NC_004463)
NC_004547, Pectobacterium atrosepticum SCRI1043 (NC_004547)
NC_004551, Tropheryma whipplei TW08/27 (NC_004551)
NC_004556, Xylella fastidiosa Temecula1 (NC_004556)
NC_004557, Clostridium tetani E88 (NC_004557)
NC_004572, Tropheryma whipplei str. Twist (NC_004572)
NC_004631, Salmonella enterica subsp. enterica serovar Typhi str. Ty2 (NC_004631)
NC_004663, Bacteroides thetaiotaomicron VPI-5482 (NC_004663)
NC_004722, Bacillus cereus ATCC 14579 (NC_004722)
NC_004757, Nitrosomonas europaea ATCC 19718 (NC_004757)
NC_005085, Chromobacterium violaceum ATCC 12472 (NC_005085)
NC_005125, Gloeobacter violaceus PCC 7421 (NC_005125)
