Taxon	Abundance	Fraction Abundance
coded_by=61403..61753,organism=Moritella sp. PE36,definition=Arsenate reductase	1.698	0.0073
coded_by=13264..13614,organism=Vibrio genomosp. F6 str. FF-238,definition=arsenate reductase (glutaredoxin)	1.0	0.0043
coded_by=2589583..2589930,organism=Thiolapillus brandeum,definition=arsenate reductase	9.126	0.0395
coded_by=3607033..3607386,organism=Marinobacter similis,definition=arsenate reductase	2.0	0.0086
coded_by=complement(143939..144286),organism=Thalassobaculum litoreum DSM 18839,definition=arsenate reductase	9.934000000000001	0.0429
coded_by=2717322..2717672,organism=Nitrosococcus halophilus Nc 4,definition=arsenate reductase	1.0	0.0043
coded_by=complement(37639..37983),organism=Enterovibrio coralii,definition=arsenate reductase	1.0	0.0043
coded_by=2696984..2697334,organism=Methylococcus capsulatus str. Bath,definition=arsenate reductase	8.167	0.0353
coded_by=96144..96491,organism=Idiomarina zobellii,definition=arsenate reductase	1.656	0.0072
coded_by=1026919..1027263,organism=Microbulbifer donghaiensis,definition=arsenate reductase	1.324	0.0057
coded_by=complement(22979..23329),organism=Sulfurovum sp. AR,definition=arsenate reductase	1.0	0.0043
coded_by=33..455,organism=Alicycliphilus sp. 69-12,definition=arsenate reductase (glutaredoxin)	1.967	0.0085
coded_by=772365..772772,organism=Turneriella parva DSM 21527,definition=arsenate reductase	2.699	0.0117
coded_by=2453571..2453921,organism=Thalassolituus oleivorans MIL-1,definition=arsenate reductase	1.0	0.0043
coded_by=115116..115463,organism=alpha proteobacterium BAL199,definition=arsenate reductase	8.67	0.0375
coded_by=complement(11763..12110),organism=Methylomonas koyamae,definition=arsenate reductase (glutaredoxin)	1.662	0.0072
coded_by=233267..233620,organism=Gammaproteobacteria bacterium SG8_31,definition=arsenate reductase	7.237	0.0313
coded_by=complement(82405..82752),organism=Amphritea atlantica,definition=arsenate reductase	1.173	0.0051
coded_by=242963..243316,organism=Pseudohongiella acticola,definition=arsenate reductase (glutaredoxin)	2.843	0.0123
coded_by=complement(79125..79475),organism=Marinobacterium georgiense DSM 11526,definition=arsenate reductase	1.0	0.0043
coded_by=complement(13492..13836),organism=marine gamma proteobacterium HTCC2207,definition=arsenate reductase	1.269	0.0055
coded_by=194573..194923,organism=Nitrosococcus watsonii C-113,definition=arsenate reductase	1.0	0.0043
coded_by=139197..139547,organism=Marinobacterium sp. AK27,definition=Arsenate reductase	1.106	0.0048
coded_by=complement(229629..229982),organism=marine sediment metagenome,definition=hypothetical protein	1.985	0.0086
coded_by=complement(406898..407245),organism=endosymbiont of Loripes lucinalis,definition=arsenate reductase (glutaredoxin)	7.862	0.0340
coded_by=complement(80821..81171),organism=Oleiphilus sp. HI0065,definition=arsenate reductase (glutaredoxin)	1.0	0.0043
coded_by=complement(491973..492320),organism=Solemya velum gill symbiont,definition=arsenate reductase	2.0	0.0086
coded_by=complement(10201..10551),organism=Acidithiobacillales bacterium SG8_45,definition=arsenate reductase	1.287	0.0056
coded_by=complement(1188861..1189214),organism=Edwardsiella ictaluri 93-146,definition=arsenate reductase, putative	2.414	0.0104
coded_by=1759296..1759643,organism=Sedimenticola thiotaurini,definition=arsenate reductase	1.0	0.0043
coded_by=154494..154847,organism=Pseudomonas abietaniphila,definition=arsenate reductase	1.0	0.0043
